剧本ID,剧本文件名,剧目名称,剧目别名,全本出处,是否折子戏,时代背景,故事地点,主题关键词,主题分类,选材来源,具体来源,剧本形态,主要行当,角色-行当映射,主角,主要唱腔声腔,主要板式,唱法备注,剧情简介,备注
hanju_0205,双尽忠.pdf,双尽忠,李广三奏；李广催贡；斩李广,庆阳图,是,周代,庆阳,忠君保国；劫法场；杀妻尽忠,权斗；孝义；征战,戏曲传统；历史演义,汉剧传统剧目《庆阳图》中的一折,整理本,一末；二净；三生；四旦；五丑；六外；七小；十杂,李广（六外）；李文（七小）；李福（五丑）；石彦龙（二净）；石虎（十杂）；杨国母（四旦）；李广妻（四旦）；李文妻（四旦）；保奏官甲（一末）；保奏官乙（三生）；守城官（二净）；刀斧手甲（三生）；刀斧手乙（十杂）,李广；李文,二黄,导板；摇板；散板,引；诗；念；叫头,周王听信石妃与其兄石彦龙谗言，欲斩杨后。李广阅边回京，闻讯上殿连奏三本保奏，均遭拒绝。李广与弟李文同劫法场救走杨后。周王遣兵抄杀李府，李广与李文换刀杀妻，共保杨后逃出庆阳。李文不幸中箭身亡，李广保护杨后脱险。,文件夹: 秦汉 | 页数: 28
hanju_0206,反八卦.pdf,反八卦,,西汉演义,是,西汉,金殿；柴府；冷宫,偷龙换凤；保太子；忠奸斗争,权斗；孝义,历史演义,汉剧'西汉演义'系列故事之一,整理本,二净；三生；五丑；六外；八贴；七小；四旦,徐世英（三生）；苏献（五丑）；王莽（二净）；柴文进（六外）；杜氏（八贴）；揭谛神（七小）；王主母（四旦）；达摩祖师（二净）；观音（四旦）,柴文进；杜氏,西皮,摇板；慢板；倒板；小导板；慢西皮,引；诗；念；叫头,王莽毒死汉平帝篡位，欲杀女儿王皇后。柴文进保奏，因王皇后有孕暂押冷宫。徐世英算得怀太子，柴文进为保汉室血脉谎称怀女，二人赌头。柴妻杜氏用自己女儿换出太子藏于府中。徐世英派苏献三次搜查，杜氏巧计应对，第一次用板柜装砖石骗过，反逼苏献赔银；第二次用沙桶伪装，又逼徐世英降职赔礼。徐世英亲搜，杜氏不敌，令柴文进背太子逃往白水庄，自己与徐世英决战，最终被达摩祖师收去。,文件夹: 秦汉 | 页数: 37
hanju_0207,吃糟糠.pdf,吃糟糠,,琵琶记,是,汉代,陈留郡,孝道；饥荒；吃糠,孝义,古典文学,传统戏《琵琶记》,整理本,四旦；一末；五丑,赵五娘（四旦）；蔡公（一末）；蔡婆（五丑）；张广才（一末）,赵五娘,二黄,慢板；二流；倒板,引；诗；念；叫头,蔡伯喈上京赴考得中状元，被牛太师招赘，音信全无。其妻赵五娘在家侍奉公婆，连年灾荒，家贫如洗，只能以糠秕充饥。婆婆怀疑她偷吃好食，发现真相后悲悔交加，气绝身亡。公公悲痛欲绝，幸得邻居张广才相助，办理棺木安葬婆婆。,文件夹: 秦汉 | 页数: 10
hanju_0208,哭监.pdf,哭监,监牢会,贩马记（又名褒城狱奇双会）,是,,汉中府褒城县,狱中啼哭；父女相认；冤狱,复仇；孝义,戏曲传统,汉剧'两汉故事'系列,整理本,一末；八贴,李奇（一末）；李桂枝（八贴）,李奇；李桂枝,二黄；西皮,摇板；倒板；二流,念；哭头；滚板,新任褒城县令赵宠出差未归，其妻桂枝听见监狱中有囚犯啼哭之声，经过查问，才知这一犯人就是她的父亲李奇。原来李奇早年丧偶，前妻遗下一男一女：男名保童，女即桂枝。李奇的续弦杨氏不贤，私通监生田旺，趁李奇贩马未归，将保童、桂枝逐赶在外。李奇回家不见儿女，拷问婢女春花，春花自缢身死。杨氏串通田旺，诬告李奇奸逼婢女致死，并用钱财贿赂前任县官，将李奇判为死罪。李奇在狱中又遭狱卒欺凌，生存无望，失声痛哭。桂枝见状焦急万端，只等丈夫赵宠回来替父申冤。,文件夹: 秦汉 | 页数: 7
hanju_0209,太行山.pdf,太行山,三打王英,,否,汉代,太行山,劝降；结义；威武不屈,权斗；孝义,历史演义；戏曲传统,汉剧'两汉故事'系列,整理本,二净；十杂；五丑；六外,姚刚（十杂）；王英（二净）；喽啰一（五丑）；喽啰二（六外）,姚刚；王英,二黄,倒板；二流,引；诗；念,姚刚因父被汉王所杀，反出朝廷，占据太行山为王，立下禁令：不许提及汉刘二字，违者重责。王英为劝姚刚下山报仇，不顾结拜之情，三次触犯禁令，被姚刚责打四十、八十棍，甚至被吊打，但王英威武不屈，执意劝返，最终令众人钦佩。,文件夹: 秦汉 | 页数: 8
hanju_0210,夺魁元.pdf,夺魁元,马武夺魁,,否,王莽篡位时期,教场,武举选拔；相貌歧视；愤而离去,权斗,历史演义,汉剧《两汉故事》系列,整理本,二净；三生；七小；十杂；六外；五丑,王奉（三生）；王莽（二净）；岑彭（七小）；马武（十杂）；裴通（六外）；魏显（三生或六外）；刘秀（七小）；胡干（五丑）,马武；岑彭,二黄,摇板,念；诗,王莽篡位后开科选拔武状元，岑彭与马武二人应试，文才武艺不相上下。经过多种比试，王莽因马武相貌不及岑彭，点岑彭为状元，马武气愤而去。,文件夹: 秦汉 | 页数: 9
hanju_0211,宇宙锋.pdf,宇宙锋,,,否,秦二世,赵相府；金殿,装疯抗婚；坚贞不屈；权奸逼嫁,权斗；孝义；讽世,历史演义；戏曲传统,汉剧传统戏；《汉剧剧本选·秦汉戏》（上）,整理本,四旦；九夫；二净；七小；五丑,赵艳容（四旦）；哑乳娘（九夫）；赵高（二净）；秦二世（七小）；门官（五丑）,赵艳容,西皮；二黄；反二黄,摇板；散板；夹板；反二流,引；诗；叫头,秦二世时，赵高与匡扶之父因“指鹿为马”结仇，赵高盗取御赐宝剑“宇宙锋”行刺二世，匡父被诛，匡扶得妻赵艳容相助逃出。赵高修本奏请免罪，适逢二世至赵府，见艳容貌美欲纳为妃。赵高逼女入宫，艳容坚贞不从，在哑乳娘暗示下装疯，从家中闹至金殿，戏弄赵高与二世，终保全名节。,文件夹: 秦汉 | 页数: 9
hanju_0212,广武山.pdf,广武山,,楚汉相争,是,秦末,荥阳；广武山,楚汉相争；救父；诱降,征战；权斗,历史演义,汉剧《楚汉相争》,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,韩信（六外）；范增（一末）；刘邦（三生）；项羽（十杂）；章邯（六外）；张良（三生）；樊哙（十杂）；秦子婴（七小）；赵高（二净）；赵朗（五丑）；司马欣（七小）；英布；周勃；周冉；杨喜；曹参；王陵；随何；吕马童；宋子年；项伯；项庄；钟离昧,刘邦；项羽；韩信,西皮,原板；一字板；慢垛子；导板；散板,引；诗；念；叫头,鸿门宴后，楚汉交兵，项羽围攻荥阳，火焚纪信，拘禁刘太公。刘邦逃出后会合韩信，欲救太公，与项羽在广武山交战。项羽命太公修书诱降刘邦，刘邦接书后故作贪恋酒色，谢绝来使。韩信整顿人马，在广武山大败项羽。,文件夹: 秦汉 | 页数: 17
hanju_0213,打城隍.pdf,打城隍,,,否,秦代,城隍庙,逃避徭役；装神弄鬼；插科打诨,讽世,历史演义,,整理本,五丑,毛老大（五丑）；毛老二（五丑）；毛老三（五丑）,毛老大；毛老二；毛老三,,,念·赞子；念,秦始皇修长城征丁，毛氏三兄弟为逃避徭役，先后躲入城隍庙。老大扮城隍，老二扮判官，老三扮小鬼，试图蒙混过关。公差前来抓人，因找不到毛氏兄弟，怒打城隍、判官、小鬼泄愤。老二、老三趁机逃走，老大慌乱中被公差抓获。,文件夹: 秦汉 | 页数: 8
hanju_0214,扫青松.pdf,扫青松,,琵琶记,是,汉代,陈留郡,孝道；守墓；斥责不孝,孝义；讽世,古典文学,传统剧目《琵琶记》,整理本,一末；五丑,张广才（一末）；李旺（五丑）,张广才,平板,平板导板；平板；一字板,引；念；叫头,张广才受赵五娘之托看守蔡家老坟。差人李旺奉蔡伯喈之命前来迎接父母妻子，与张广才途中相遇。张广才告知李旺赵五娘如何行孝、二老已故、五娘寻夫上京，并历数蔡伯喈三不孝之罪。李旺解释蔡伯喈无奈之处，并转达蔡伯喈对张大公的思念，张广才转怒为喜，邀李旺至家中款待。,文件夹: 秦汉 | 页数: 13
hanju_0215,拷吉平.pdf,拷吉平,,,否,东汉末年,许都,忠义；除奸；下毒；拷打；血诏,权斗；复仇；孝义,历史演义,汉剧'两汉故事'系列,整理本,一末；三生；十杂；七小；四旦；五丑,董承（一末）；王子服（一末）；吴子兰（十杂）；马腾（三生）；吉平（三生）；献帝（七小）；董妃（四旦）；曹操（十杂）；张辽（七小）；苗庆（五丑）,吉平；曹操；董承,二黄；西皮,摇板；快板；原板；散板,引；诗；念；叫头,东汉末年，董承接献帝血诏，与王子服、吴子兰、马腾、吉平等共谋除曹。吉平借为曹操治病之机下毒，事泄被捕。曹操严刑拷打吉平，吉平宁死不招，触阶而死。苗庆因受责罚怀恨，向曹操告密并献上血诏。曹操遂杀董承、王子服、吴子兰，并带剑入宫绞死董妃。,文件夹: 秦汉 | 页数: 16
hanju_0216,探五阳.pdf,探五阳,,,否,东汉,二龙山；棘阳；枣阳；昆阳；湖阳；栗阳,寻访幼主；降汉；报恩；忠义,权斗；孝义；求贤,历史演义；戏曲传统,汉剧'东汉故事'系列,整理本,二净；四旦；八贴,王英（二净）；天仙公主（四旦）；卢安公主（八贴）,王英；天仙公主,二黄；西皮,小导板；二流；二黄导板；二黄摇板,引；诗；念；叫头；导板,汉光武帝死后，皇叔刘唐通敌，皇姑天仙公主保护太子刘庄外逃。敌将朱元龙与卢安公主四处搜捕，追至二龙山。盘踞二龙山的汉室忠臣子弟王英因光武帝诛戮功臣而反汉，见天仙公主被追，救其脱险。得知是皇姑后，王英欲报杀父之仇，但经天仙公主哀求，决心归汉。太子刘庄失散，王英奉命探听下落，走遍棘阳、枣阳、昆阳、湖阳、栗阳等地，最终混入敌营继续寻找。,文件夹: 秦汉 | 页数: 8
hanju_0217,描真容.pdf,描真容,,琵琶记,是,汉代,陈留郡,描画真容；进京寻夫；节孝,孝义；情爱,古典文学,传统戏《琵琶记》,整理本,四旦；一末,赵五娘（四旦）；张广才（一末）,赵五娘,二黄,三眼；二流；摇板；导板,引；诗；念；叫头；哭头；导板,赵五娘在公婆相继冻饿而死、无依无靠的情况下，决定进京寻找丈夫蔡伯喈。临行前，她描画了公婆的真容，准备带在路上早晚供奉。邻居张广才闻讯赶来，赠送路费并叮嘱她路上小心。赵五娘拜谢后，含泪告别公婆坟墓，踏上前往京都的路途。,文件夹: 秦汉 | 页数: 8
hanju_0218,斩李广.pdf,斩李广,李广催贡；李广三奏,庆阳图,是,周代,庆阳,忠良被害；奸臣进谗；反朝报仇,权斗；复仇；孝义,历史演义；戏曲传统,汉剧《庆阳图》中的一折,整理本,一末；三生；七小；九夫；四旦；五丑；十杂,袁文进（一末）；李广（三生）；周厉王（七小）；杨国母（九夫）；马妃（四旦）；马兰（五丑）；李刚（十杂）；李虎（十杂）,李广；李刚,西皮,慢板；二流；倒板；摇板；散板；一字板；快一字板,引；诗；念；叫头；导板,李广、李刚征淳于髡得胜回朝，周厉王设宴贺功。席间李刚嘲笑国舅马兰为“裙带官”，马兰怀恨在心，与妹马妃定计向厉王进谗。厉王听信谗言，命马兰监斩李广。杨后得知迫使厉王传旨赦免，马兰却先斩后奏。杨后痛责厉王后自尽。李刚闻讯率兵反朝，打死马兰，追杀厉王。厉王交出马妃，李刚打死马妃后收兵。,文件夹: 秦汉 | 页数: 22
hanju_0219,斩萧何.pdf,斩萧何,,,否,汉代,西京；骊山脚下；定国桥,造律；复仇；法治；挖目；开棺取律,权斗；复仇；孝义,历史演义；民间传说,汉剧“两汉故事”系列,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,刘邦（三生）；蒯彻（六外）；萧何（一未）；戴明（七小）；宋玉（七小）；戴母（九夫）；戴妻（四旦）,戴明；萧何；蒯彻；戴妻,西皮,一字板；导板；慢西皮；摇板,引；诗；念；叫头,刘邦令萧何主考文才，书生戴明因评论人物被逐出府。蒯彻闻戴明歌声，知其为才士，嘱其造律书，并引荐面见刘邦。戴明造律书上下两卷，因扭头视母，按律自挖双目而死。戴妻持上卷律书至萧何门前叫卖，萧何得书后奉召上殿。刘邦见律书大加赞赏，询问下卷及著者，戴妻面陈。刘邦率众开棺取律，萧何开棺见“开棺则斩”四字。蒯彻、戴妻历数萧何罪行，要求按律处治。刘邦为维护法制，斩萧何首级，律书颁行天下。,文件夹: 秦汉 | 页数: 32
hanju_0220,昭君出塞.pdf,昭君出塞,,,否,汉代,雁门关；黑水江,和亲；思乡；怨恨奸臣,征战；权斗,历史演义；民间传说,20世纪50年代移植于昆曲,整理本,四旦；五丑,昭君（四旦）；王龙（五丑）,昭君,吹腔,,引；诗；念,汉元帝时，匈奴屡犯边境，汉朝难以全胜，遂采用和亲政策。王昭君被迫出塞和亲，怀抱琵琶，一路悲叹，思念故国。途中经过雁门关，见大雁南飞，更添愁绪。马夫劝慰，昭君仍难释怀。最终在番邦金鼓声中，昭君感叹如风筝断线，月沉海底，痛恨毛延寿毁容，无奈踏上和番之路。,文件夹: 秦汉 | 页数: 9
hanju_0221,未央宫.pdf,未央宫,斩韩信,,否,汉初,咸阳；云梦；未央宫,兔死狗烹；诛杀功臣；伪游云梦；竹刀杀韩信,权斗；复仇；征战,历史演义；民间传说,汉剧'两汉故事'系列,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,陈平（三生）；刘邦（三生）；樊哙（十杂）；韩信（三生）；蒯彻（六外）；萧何（一末）；田肯（三生）；钟离昧（三生）；鲍英（七小）；吕后（四旦）；谢公著（五丑）,韩信；刘邦；吕后,二黄；西皮,慢板；二流；倒板；摇板；散板；一字板；快板；导板；回笼,引；诗；念；叫头；哭头；导板,刘邦登基后猜忌功臣，用陈平计伪游云梦擒韩信，削其兵权留居咸阳。陈豨反，刘邦亲征，韩信仆人谢公著因私通使女被责，伪造书信诬告韩信与陈豨同谋。吕后与萧何密议，以黄纱遮天、红毡铺地，在未央宫用竹刀杀死韩信。韩信临刑悔不听蒯彻劝告，叹兔死狗烹。,文件夹: 秦汉 | 页数: 29
hanju_0222,李大打更.pdf,李大打更,,,否,汉代,兴隆镇,避难；讨封；喜剧,权斗,历史演义,汉剧传统“五丑”“八贴”的“对子戏”，属“东汉演义”故事系列,整理本,五丑；八贴；七小,李大（五丑）；李凤姣（八贴）；李妻（八贴）；刘秀（七小）,李大；刘秀；李凤姣,西皮,慢板；一字板；散板；七句半,念；叫头,王莽篡位后画图追捕刘秀，刘秀逃至兴隆镇，投宿于李大店中。李大当夜打更，嘱刘秀勿离店。李大之妹李凤姣探知刘秀身份，当面讨封，与刘秀结为夫妇。李大打更归来，得知妹妹已获封，亦向刘秀讨封，被封为国舅。全剧以喜剧手法表现刘秀避难及李大兄妹讨封的故事。,文件夹: 秦汉 | 页数: 12
hanju_0223,李广催贡.pdf,李广催贡,,庆阳图,是,周朝,北海国,催贡；体恤民情；宽限缓贡,权斗；孝义,历史演义；戏曲传统,汉剧《庆阳图》中的一折,整理本,三生；五丑；二净；一末；十杂,李广（三生）；李福（五丑）；康罢（二净）；老朝臣（一末）；朝臣甲（十杂）,李广,二黄；西皮,慢三眼；慢板；慢垛子；一字板；摇板；快板；散板,引；诗；念,李广奉周厉王之命前往北海国催贡。北海国因连年灾荒，百姓困苦，已三年未进贡。北海国王苗太以礼相待，陈述国情，恳求宽限。李广见灾情严重，心生怜悯，最终答应宽限三年，并劝苗太以后继续进贡。苗太感激，赠宝相谢，李广辞别回朝。,文件夹: 秦汉 | 页数: 11
hanju_0224,淮河营.pdf,淮河营,,,否,西汉,淮河营；成皋；长安,忠奸斗争；认祖归宗；盗取宗卷,权斗；孝义,历史演义,汉剧传统剧目“西汉演义”故事系列之一,整理本,一末；二净；三生；五丑；十杂,李左车（一末）；蒯文通（二净）；田子春（三生）；栾布（五丑）；刘长（十杂）,蒯文通；刘长；田子春,西皮,一字板；原板；摇板,引；诗；念；叫头,吕后害死襄宫赵娘娘后，将赵子刘长收入正宫抚养。刘长长大，不知其为赵子。汉高祖死后，吕后日益骄横，蒯彻、李左车、栾布等人前往淮河营，向刘长言明其为赵子，欲激动其率兵回朝诛灭吕后。刘长不信，先后将李左车、栾布囚禁。蒯彻进营，以三项大罪激怒刘长，刘长仍不信，亦将其囚禁。田子春假扮道人，以刘长左脚缺大指等细节说服刘长，并自荐前往长安盗取真宗卷以证其身世。刘长信疑参半，派田子春盗卷，并以三老及田子为人质。,文件夹: 秦汉 | 页数: 23
hanju_0225,烹蒯彻.pdf,烹蒯彻,,,否,汉代,淮阴；金銮殿,装疯避祸；舌辩保命；兔死狗烹；忠义,权斗；复仇；讽世,历史演义,汉剧'两汉故事'系列,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,蒯彻（六外）；贾斯文（五丑）；白眼窝（五丑）；刘邦（三生）；萧何（一末）；陆贾（六外）；樊哙（十杂）；陈平（三生）；韩信魂（三生）,蒯彻,西皮；二黄；平板,摇板；二流；导板；慢板；慢垛子；快垛子；一字板；快一字板,引；诗；念；叫头；哭头；导板；赞子,蒯彻曾为韩信谋士，劝其自立。韩信被杀后，蒯彻装疯避祸，却被陆贾识破并押送金殿。刘邦欲烹杀蒯彻，蒯彻先以桀犬吠尧自辩，继而历数韩信十大功劳，痛斥刘邦兔死狗烹。刘邦自惭，释放蒯彻并封侯，蒯彻辞官愿为韩信守墓。,文件夹: 秦汉 | 页数: 20
hanju_0226,男绑子.pdf,男绑子,,,否,东汉,洛阳,绑子上殿；剑劈国丈；顶荆赔罪,权斗；孝义,历史演义,汉剧“东汉故事”系列,整理本,三生；二净；十杂；四旦,刘秀（三生）；姚期（二净）；姚刚（十杂）；郭妃（四旦）；郭荣（二净）,姚期；姚刚；刘秀,二黄,摇板；慢二黄；二黄倒板；马蹄调；二黄转垛子,引；诗；念；叫头,大将姚刚平南有功，光武帝加封王位并赐銮驾游街。国丈郭荣心怀不服，与姚刚生隙。次日姚刚鸣金游街，闯过郭太师府门，双方口角，姚刚怒将郭荣剑劈府门。郭妃告御状，姚期绑子上殿请罪。光武帝碍于“姚不反汉，汉不斩姚”的诺言，将姚刚发往河北，并带姚期去西宫向郭妃顶荆赔罪。,文件夹: 秦汉 | 页数: 12
hanju_0227,盗宗卷.pdf,盗宗卷,火烧宗卷,,否,汉代,长安,盗卷；反吕；忠义,权斗；孝义,历史演义,汉剧'西汉演义'《楚汉争》之后的故事,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,吕后（四旦）；陈平（六外）；张苍（一末）；张夫人（九夫）；张秀玉（七小）；田子春（三生）,张苍；陈平；田子春,西皮,摇板；一字板；倒板,引；诗；念；叫头,吕后欲夺刘氏江山，从御史大夫张苍手中诓到刘氏宗卷并焚毁。田子春奉淮河千岁之命潜入京城向左丞相陈平索要宗卷。陈平逼迫张苍交出宗卷，张苍无卷可交欲自尽，其子张秀玉告知早已预藏真卷，焚毁的是仿抄本。张苍大喜，交出宗卷，并与陈平、田子春合计反吕。,文件夹: 秦汉 | 页数: 22
hanju_0228,砖瓦窑.pdf,砖瓦窑,烧窑,,否,汉代,,逃难；封妃；讨封；误会,权斗；讽世,历史演义；戏曲传统,汉剧传统“两汉故事”之一,整理本,五丑；八贴；七小,殷师道（五丑）；殷丽华（八贴）；刘秀（七小）,殷师道；殷丽华；刘秀,西皮,散板,念,刘秀逃难至窑户殷丽华家中，殷兄师道烧窑回家，闻听闲言碎语，怀疑妹妹有私情，搜出刘秀欲拷打。丽华说明刘秀身份并告知已受封妃，师道转而向刘秀讨封。刘秀封师道为皇亲国戚，三人欢喜下场。,文件夹: 秦汉 | 页数: 7
hanju_0229,破洛阳.pdf,破洛阳,,,否,汉代,洛阳,苦肉计；诈降；攻城,征战；权斗,历史演义,汉剧传统“两汉戏”之一,整理本,三生；十杂；二净；六外,岑彭（三生）；马武（十杂）；刘秀（三生）；邓禹（三生）；苏献（六外）；王元（三生）；姚期（二净）,马武；岑彭；邓禹,西皮,摇板；一字板；倒板,念；诗；赞子,刘秀攻取洛阳，王莽部将苏献防守严密，城池久攻不下。军师邓禹假意重用岑彭，激怒马武。马武喧闹，被邓禹责打四十军棍并驱逐回山。途中马武悟出苦肉计，趁机诈降苏献。苏献中计开城，马武与岑彭、姚期里应外合，最终攻破洛阳，马武杀死苏献，岑彭杀死王元。,文件夹: 秦汉 | 页数: 17
hanju_0230,磐河桥.pdf,磐河桥,赵子龙下山,,否,汉献帝时期,冀州；磐河桥,争霸；救驾；投明主,征战；权斗；求贤,历史演义,汉剧传统戏,整理本,一末；二净；三生；五丑；七小；十杂,韩馥（一末）；袁绍（二净）；公孙瓒（三生）；刘备（三生）；关羽（三生）；公孙越（五丑）；田丰（五丑）；赵云（七小）；颜良（十杂）；文丑（十杂）；张飞（十杂）；严纲（十杂）,赵云；公孙瓒；袁绍,西皮,摇板；慢垛子,引；诗；念,汉献帝时，董卓专权，诸侯割据。冀州太守韩馥因兵微将寡，驰书袁绍求援。袁绍久欲夺冀州，假意应允，同时约公孙瓒夹攻，许诺平分土地。袁绍得冀州后，恐公孙瓒分利，密令颜良埋伏射死公孙瓒弟公孙越。公孙瓒兴兵报仇，于磐河桥被袁绍大将文丑杀败，危急时赵云救驾。后刘备、关羽、张飞赶来助阵，击败袁绍。赵云原在袁绍帐下牧马，因袁绍无忠君爱民之心，转投公孙瓒，最终与刘关张相遇。,文件夹: 秦汉 | 页数: 28
hanju_0231,窦老送子.pdf,窦老送子,,白兔记（又称刘知远白兔记）,是,五代,潼台关,忘本；教训；夫妻团聚,权斗；孝义,古典文学；戏曲传统,元“四大南戏”之一的《白兔记》；《六十种曲本》第二十二出《窦公送子》,整理本,七小；四旦；五丑；十杂,刘知远（七小）；夫人（四旦）；窦老（五丑）；中军（十杂）,刘知远；窦老,二黄；西皮,二流；摇板；倒板,引；诗；念；叫头,刘知远发迹后镇守潼台关，家乡窦老汉送其子咬脐郎前来。刘知远在窦老面前夸耀官职并告以另娶，窦老气愤，历数刘知远当年落魄、李三娘受苦及救子等事，将其教训一番。刘知远悔悟，决定接李三娘到任所共享安乐。,文件夹: 秦汉 | 页数: 9
hanju_0232,紫家庄.pdf,紫家庄,落庄,,是,东汉,紫家庄,结亲；退兵；复仇,权斗；情爱,历史演义,汉剧《两汉故事》系列,整理本,七小；八贴；三生,刘庄（七小）；紫金莲（八贴）；朱元龙（三生）,刘庄；紫金莲,二黄；西皮,二流；小导板,引；诗；念；叫头,东汉光武帝死后，皇叔刘唐通敌，皇姑天仙公主保护太子刘庄外逃，在二龙山失散。刘庄逃至紫家庄，紫金莲因父被光武帝杀害，欲杀刘庄报仇。丫鬟从中周旋，使二人结为夫妻。朱元龙率兵围困紫家庄，紫金莲用父亲遗像吓退敌军。,文件夹: 秦汉 | 页数: 11
hanju_0233,芦林会.pdf,芦林会,,跃鲤记,是,汉代,芦林,孝道；夫妻离别；冤屈,孝义；权斗,古典文学；戏曲传统,传奇《跃鲤记》的“芦林辩非”一折；汉剧传统本，流传本为余春衡、邓云凤、夏中侠演出本,整理本,一末；四旦,姜诗（一末）；庞氏（四旦）,姜诗；庞氏,二黄；平板,三眼平板；平板；二黄摇板,念；叫头；炮头,姜诗之妻庞三春因婆婆听信谗言被逐出家门。一日，庞三春在芦林拾柴时偶遇姜诗，二人争论被逐缘由。庞三春辩白自己并无不孝，姜诗虽念及夫妻情义，却因不敢违抗母命，最终含泪而别。,文件夹: 秦汉 | 页数: 11
hanju_0234,苏武牧羊.pdf,苏武牧羊,,,是,汉代,北海,忠义；牧羊；鸿雁寄书,权斗；孝义,历史演义；戏曲传统,汉剧《两汉故事》系列,整理本,一末；七小,苏武（一末）；黄石公（一末）；张良（七小）,苏武,二黄；西皮,慢板；二流；摇板；慢西皮；西皮垛子；西皮一字板；西皮摇板,引；诗；念；叫头,汉武帝年间，中郎将苏武奉旨出使匈奴，被单于扣留并劝降。苏武不从，被流放北海牧羊十九载，受尽艰辛。黄石公与张良赠以金丹，使其不死。后单于感其忠义，命人送苏武持旄节返回汉廷。,文件夹: 秦汉 | 页数: 7
hanju_0235,荥阳城.pdf,荥阳城,,楚汉相争,是,秦末,荥阳,替主解围；慷慨赴死；忠义,权斗；孝义,历史演义,汉剧《楚汉相争》,整理本,三生；十杂,纪信（三生）；刘邦（三生）；项羽（十杂）；张良（三生）,纪信；刘邦；项羽,西皮,原板；导板；一字板；垛子；快板；摇板,引；诗；念,刘邦被项羽围困在荥阳，张良以春秋逢丑父救齐顷公的故事激励纪信。纪信乔装成刘邦去见项羽，真刘邦乘隙逃走。项羽发现受骗后大怒，欲用火焚纪信，纪信慷慨赴死。,文件夹: 秦汉 | 页数: 32
hanju_0236,访韩信.pdf,访韩信,张良访信,,否,秦末,咸阳,访贤；弃暗投明；赠剑,求贤；权斗,历史演义；民间传说,汉剧'两汉故事'系列,整理本,一末；七小,张良（一末）；韩信（七小）,张良；韩信,西皮,慢板；摇板,引；诗；念,韩信胸怀韬略却不被项羽重用，屈居执戟郎，心怀怨恨。张良得知后，身背宝剑前往楚营探访，以卖剑为名劝说韩信弃楚投汉。韩信被说服，决定投奔刘邦，张良赠予元戎宝剑并写下荐书，指点其经小道度陈仓前往汉中。,文件夹: 秦汉 | 页数: 9
hanju_0237,逍遥津.pdf,逍遥津,,,否,东汉末年,许昌,权臣欺君；血诏搬兵；忠奸斗争,权斗；复仇,历史演义,汉剧'两汉故事'系列,整理本,三生；四旦；二旦；七小；一末；十杂；六外；二老生；五丑；贴生,献帝（三生）；伏后（四旦）；曹妃（二旦）；二皇子（七小）；穆顺（三生）；荀攸（一末）；曹操（十杂）；张辽（六外）；夏侯渊（十杂）；司马懿（二老生）；华歆（五丑）；贾诩（贴生）；郗虑（五丑）；王粲（三生）；曹植（七小）；文聘（六外）；伏完（一末）,献帝；曹操；伏后；穆顺,西皮；二黄,摇板；原板；垛子；倒板；二六板,引；诗；念；叫头,汉献帝懦弱，曹操专权。张辽欲扶保曹操登基，邀众臣议事，荀攸不服吐血而亡。早朝时曹操带剑上殿威胁献帝，被众臣劝退。献帝回宫与伏皇后商议，写下血诏命太监穆顺搬请救兵。穆顺出宫时被曹操搜出血诏，遭杀害。曹操随即抄杀伏完满门，入宫杖毙伏后，华歆用药酒毒死二位太子，并逼迫献帝立其女曹妃为正宫。,文件夹: 秦汉 | 页数: 20
hanju_0238,逼休.pdf,逼休,,烂柯山（又称朱买臣休妻）,是,汉代,会稽,嫌贫爱富；逼写休书；雪中赶夫,讽世；孝义,戏曲传统；历史演义,清代盛行之《烂柯山》（又称《朱买臣休妻》）中的一折，全本佚失，在《缀白裘》中载有其中的7折,整理本,六外；八贴,朱买臣（六外）；崔氏（八贴）,朱买臣；崔氏,西皮,慢板；摇板；一字板,引；诗；叫头；念,崔氏因家贫逼丈夫朱买臣写休书改嫁。朱买臣砍柴归来，崔氏嫌其贫穷，吵闹不休，逼其写下休书，并将朱买臣赶出家门。朱买臣无奈离去，崔氏则准备另嫁他人。,文件夹: 秦汉 | 页数: 11
hanju_0239,长生乐.pdf,长生乐,,,否,汉代,金銮殿,祝寿；仙凡；长生,神魔,民间传说,,,三生,刘成（三生）；汉灵帝（三生）,刘成；汉灵帝,二黄,慢二黄,引；诗；念,汉灵帝寿满百年，文武众官庆贺。七十年前的状元刘成，当年荣归祭祖途中被野兽冲散，得麻姑圣母搭救上天，与仙姬婚配，洞中七日世上七十余载。此时刘成奉圣母之命，携长生丹、斩仙帕回朝为灵帝祝寿。灵帝服用长生丹后发白转青、牙落重生，众官拜谢圣母，刘成辞别回山。,文件夹: 秦汉 | 页数: 4
