剧本ID,剧本文件名,剧目名称,剧目别名,全本出处,是否折子戏,时代背景,主题分类,选材来源,具体来源,剧本形态,主要行当,角色-行当映射,主角,地点,主要唱腔声腔,主要板式,唱法备注,剧情简介,备注
hanju_0146,金蛟剪.pdf,金蛟剪,财神归位,,否,商周,征战；神魔,古典文学,明·许仲琳《封神演义》,整理本,十杂；二净；一末；三生；五丑；七小,赵公明（十杂）；闻仲（二净）；姜子牙（一末）；燃灯（三生）；陆压（十杂）；萧升（五丑）；曹宝（五丑）；杨戬（七小）；哪吒（七小）,赵公明,峨眉山；三霄洞；岐山,二黄,导板；慢板；二流；散板,有引子、诗、赞子、牌子等念白形式,赵公明受闻仲激将下山助商，与姜子牙交战，先胜后因定海神珠被收，向三霄借金蛟剪。姜子牙得陆压相助，以桃木弓柳木箭射死赵公明，赵公明最终归位封神。,文件夹: 商周 | 页数: 20
hanju_0147,闹朝扑.pdf,闹朝扑犬,,八义图,是,战国,权斗；复仇；孝义,历史演义；戏曲传统,传统汉剧《八义图》（又名《赵氏孤儿》）,整理本,十杂；一末；二净；七小；四旦；六外；五丑；八贴,屠岸贾（十杂）；赵盾（一末）；晋侯（二净）；赵朔（七小）；德安公主（四旦）；程婴（六外）；提弥明（十杂）；韩厥（五丑）；裴豹（十杂）；范公公（一末）；春来（八贴）；獒奴（五丑）,程婴,晋国,二黄；西皮,慢板；二流；倒板；摇板；散板,有扑灯蛾、哭头等念白形式,晋国奸臣屠岸贾训练灵獒扑咬相国赵盾，并诬其谋反，抄斩赵氏满门。赵朔被赐死，临终托孤于医人程婴。程婴设计将赵氏孤儿藏于药箱，在韩厥掩护下带出宫去，为赵家留下复仇血脉。,文件夹: 商周 | 页数: 14
hanju_0148,阴五雷.pdf,阴五雷,,,是,战国,征战;神魔,历史演义;民间传说,,整理本,七小;六外;二净;十杂;五丑;一末,燕丹王（七小）;孙膑（六外）;王翦（二净）;海道灵（十杂）;毛贲（十杂）;金眼猴（五丑）;太上老君（一末）;洪钧老祖（十杂）;孙燕（七小）,孙膑,燕国,西皮,慢板;导板;散板;扎上句,,秦国大将王翦兵吞六国，孙膑迎战，用沉香拐打败王翦。王翦向师父海道灵求救，海道灵派毛贲摆下阴五雷阵，摄走孙膑三魂七魄。金眼猴下山相助，盗来还魂丹和太极图，将阴五雷改为阳五雷，助孙膑打败毛贲。,文件夹: 商周 | 页数: 20
hanju_0149,阴回朝.pdf,阴回朝,,封神榜,是,商周,权斗；神魔；讽世,历史演义；神话宗教,《封神演义》相关情节,整理本,二净；二净,纣王（二净）；闻仲（二净）,闻仲,朝歌,二黄；反调,二流；二黄导板,以唱[马蹄调]头子、[反调]为特色,闻仲在绝龙岭战死后阴魂不昧，托梦纣王，陈说战争经过并列举纣王十大过失，劝其改过自新以免亡国。,文件夹: 商周 | 页数: 4
hanju_0150,阴陵会母.pdf,阴陵会母,,八义图,是,春秋,复仇；孝义；权斗,历史演义；戏曲传统,传统汉剧列国戏《八义图》（又名《赵氏孤儿》）,整理本,十杂；娃娃生；四旦；六外；八贴；五丑；一末；二净,灵辄（十杂）；赵武（娃娃生）；德安公主（四旦）；程婴（六外）；程妻（八贴）；韩厥（五丑）；范公公（一末）；屠岸贾（二净）,赵武；德安公主；程婴,阴陵；盂山,二黄；西皮,慢板；二流；倒板；摇板；散板,,赵武（程勃）打猎至阴陵，偶遇守墓生母德安公主，公主误认其为仇人之子将其逐出。程婴得知后赴阴陵说明舍子救孤真相，母子相认。最终赵武在众人相助下斩杀屠岸贾，为赵氏报仇。,文件夹: 商周 | 页数: 20
hanju_0151,青石岭.pdf,青石岭,,莲台山,是,周朝,征战；权斗；孝义,历史演义；戏曲传统,,整理本,跷旦；四旦；五丑；七小；十杂；一末；三生；二净,苏银庄（跷旦）；贾翠屏（四旦）；贾公道（五丑）；王洪（七小）；孟喜（十杂）；李开昌（一末）；伍茂（三生）；雷天豹（七小）；崇有南（二净）,苏银庄,青石岭；草球关,西皮,散西皮；西皮一字板；西皮导板；西皮摇板,有垛子、导板、摇板等板式变化,北海国青石岭守将王洪反周，苏银庄受西宫贾翠屏激将，身怀六甲出征。阵前产子后，背子战败王洪，收降之。又用王洪计收服草球关孟喜，班师回朝。,文件夹: 商周 | 页数: 22
hanju_0152,首阳归位.pdf,首阳归位,,封神榜,是,商周,孝义；求贤,历史演义；民间传说,,整理本,六外；三生；五丑,伯夷（六外）；叔齐（三生）；太白金星（三生）；樵子（五丑）,伯夷；叔齐,首阳山；朝歌,西皮；反二黄,慢板；导板；垛子；摇板；数板,有反二黄摇板；西皮导板转垛子；小导板等,武王伐纣灭商，伯夷、叔齐耻食周粟，隐居首阳山采薇度日。太白金星化身樵夫点化，二人终不食周粟冻饿而死，后被度化归入仙班。,文件夹: 商周 | 页数: 18
hanju_0153,麦里赠金.pdf,麦里赠金,,,是,商周,孝义;求贤,戏曲传统,,整理本,七小;五丑;四旦;一末;十杂;三生;六外,李平志（七小）；赵公迟（五丑）；李妻（四旦）；周公迟（一末）；迎风（十杂）；县令（三生）；家院（六外）,赵公迟;李平志,勇县,西皮,摇板;慢板;一字板,,荒旱年间，赵公迟开仓济贫，李平志借麦二斗，赵暗藏黄金于麦内相赠。李妻发现金子，疑其来路不明，李请赵对质未果，二人同往见官。周公迟审理问明原委，赞赵仁义，并赐金鼓励李平志攻读。,文件夹: 商周 | 页数: 14
hanju_0154,黄金诰.pdf,黄金诰,,,是,春秋,求贤;神魔,历史演义;民间传说,,整理本,三生;二净;四旦;七小,玉皇大帝（三生）;赐福天官（三生）;赠福财神（二净）;萧史真人（三生）;陈宝夫人（四旦）;秦穆公（三生）;白乙丙（七小）,秦穆公,秦邦,西皮,摇板;导板;一字板;二流,,秦穆公龙门山战败，御库空虚。玉皇大帝命赐福天官、赠福财神前往秦邦赠送金银，又命萧史真人引弄玉公主上天，陈宝夫人引秦穆公阳魂发白转少。秦穆公得金银后大喜，建庙供奉星君。,文件夹: 商周 | 页数: 10
hanju_0155,齐王昏殿.pdf,齐王昏殿,,钟无盐,是,战国,征战；求贤,历史演义；民间传说,,整理本,二净；一末；七小,齐王（二净）；晏平仲（一末）；探子（七小）,齐王,齐都,二黄,慢三眼；散板；二流；摇板；平板；小导板,有赞子、扑灯蛾等念白形式,齐宣王听谗绞死钟无盐，吴起联合秦鲁攻齐。齐王无人应战，急召晏平仲。晏以锦囊暗示无盐尚在，并劝齐王亲往迎请无盐挂帅退敌。,文件夹: 商周 | 页数: 10
hanju_0201,三拉堂.pdf,三拉团圆,奇双会,贩马记,是,明代,孝义；复仇；权斗,戏曲传统,,整理记录本,七小；四旦；三生；一末；二净；五丑,赵宠（七小）；李桂枝（四旦）；李保童（三生）；李奇（一末）；胡老爷（二净）；门子（五丑）,李桂枝；李保童；赵宠,襄城,二黄；四平调,慢板；二流；摇板,有哎相思、四平调等,李保童任八府巡按，在察院接状，发现告状人竟是失散多年的姐姐李桂枝。姐弟相认后，李保童提审被冤入狱的父亲李奇，查明真相，惩治赃官，一家团圆。,文件夹: 秦汉 | 页数: 11
hanju_0202,不服老.pdf,不服老,,,否,宋代,求贤；孝义；讽世,戏曲传统,,整理本,一末；二净；三生；七小,梁涵（一末）；董伯（二净）；梁栋（三生）；梁连（七小）,梁涵,京城,平板,平板,有引子、诗、念白等形式,梁涵中状元后拒受官诰，其子梁栋请同年董伯劝解。梁涵以年老自居，与董伯斗酒、猜谜、论诗，最终被说服，骑马上朝。,文件夹: 秦汉 | 页数: 11
hanju_0203,写状.pdf,写状,,贩马记,是,明代,孝义；情爱,戏曲传统,,整理本,七小；八贴,赵宠（七小）；李桂枝（八贴）,李桂枝,襄城,二黄；四平调,摇板；倒板；四平调,,李桂枝闻南牢哭声，得知父亲李奇蒙冤待斩。丈夫赵宠归衙，桂枝哭诉冤情，赵宠查看招详后告知秋后处决。桂枝欲拦马告状，赵宠为其代写状纸，夫妻二人商议救父之策。,文件夹: 秦汉 | 页数: 14
hanju_0204,南山捡子.pdf,南山捡子,,,否,秦末汉初,孝义；讽世,民间传说,,整理记录本,五丑；八贴,项环（五丑）；项妻（八贴）,项环,南山,西皮,摇板；数板；夫子,有念白、数板、夫子等,樵夫项环与妻无子，上山砍樵时遇虎衔一婴孩，项环救下并谎称自己怀孕生子，与妻百般戏谑，最终收养该子，取名霸王。,文件夹: 秦汉 | 页数: 9
hanju_0205,双尽忠.pdf,双尽忠,,,否,周朝,忠义；权斗；复仇,历史演义；民间传说,,整理本,三生；七小；二净；四旦；五丑；六外；八贴；十杂,李广（三生）；李文（七小）；石彦龙（二净）；杨国母（四旦）；李福（五丑）；守城官（六外）；李文妻（八贴）；石彦虎（十杂）,李广,庆阳,二黄,导板；摇板；散板,全剧无西皮；有导板、摇板、散板等板式,周朝时，西凉进献毛冠女，周天子听信谗言欲斩杨国母。李广回京保本不准，与弟李文私劫法场，救出国母。石彦龙兄妹进谗，天子命抄杀李府。李广、李文杀妻保母，最终李文战死，李广保国母突围。,文件夹: 秦汉 | 页数: 28
hanju_0206,反八卦.pdf,反八卦,,西汉演义,否,西汉末年,权斗；孝义；复仇,历史演义；民间传说,,整理本,二净；三生；六外；八贴；四旦；五丑；七小；十杂,王莽（二净）；徐世英（三生）；柴文进（六外）；杜氏（八贴）；王主母（四旦）；苏献（五丑）；揭谛神（七小）；达摩祖师（十杂）,柴文进；杜氏,长安,西皮,摇板；倒板；慢板；小导板,有牌子、丝弦、丝纺等伴奏形式,王莽毒死汉平帝篡位，欲杀女儿王主母。柴文进保奏将其打入冷宫，并与徐世英赌头算卦。柴妻杜氏用己女换出太子，三次藏匿幼主，最终与徐世英决斗，被达摩祖师收去。,文件夹: 秦汉 | 页数: 37
hanju_0207,吃糟糠.pdf,吃糟糠,,琵琶记,是,东汉传说,孝义,古典文学,元·高明《琵琶记》第二十一出《糟糠自厌》,整理记录本,四旦；一末；五丑,赵五娘（四旦）；蔡公（一末）；蔡婆（五丑）；张广才（一末）,赵五娘,陈留,二黄,慢板；二流,全剧无西皮；有引子、诗、哭头等念白形式,陈留郡干旱三载，赵五娘独自侍奉公婆，以糠秕充饥。婆婆疑其私藏好食，窥见真相后悲悔气绝。张广才闻讯相助料理后事。,文件夹: 秦汉 | 页数: 10
hanju_0208,哭监.pdf,器监,,,否,汉代,孝义；复仇,戏曲传统,,整理本,四旦；一末；五丑；六外,李桂枝（四旦）；李奇（一末）；禁子（五丑）；院子（六外）,李桂枝；李奇,襄城县,二黄；西皮,摇板；倒板；二流,有滚板,李奇被继母杨氏诬陷入狱，受刑后深夜悲啼。新任县令之妻李桂枝闻声提审，发现老囚竟是失散多年的父亲。桂枝欲待丈夫回衙后为父伸冤。,文件夹: 秦汉 | 页数: 7
hanju_0209,太行山.pdf,太行山,,,否,东汉,复仇；权斗,历史演义；戏曲传统,,整理本,十杂；六外,姚刚（十杂）；王英（六外）,姚刚,太行山,二黄,倒板；二流,,姚刚因父被斩反上太行山为王。王英上山劝其报杀父之仇，姚刚因禁令不提汉刘而责打王英。王英屡次提及汉刘，姚刚终被感动，二人共商复仇大计。,文件夹: 秦汉 | 页数: 8
hanju_0210,夺魁元.pdf,夺元,,,否,西汉末年,权斗；求贤,历史演义；戏曲传统,,整理本,十杂；六外；三生；五丑；二净,马武（十杂）；崔彭（六外）；王莽（二净）；王奉（三生）；胡干（五丑）；刘秀（三生）,马武；崔彭,长安,二黄,摇板；散板,,王莽设武科选状元，崔彭与马武各展武艺、策略、箭法、刀枪，难分高下。王莽以举铜鼎定胜负，崔彭先举，马武后举亦成，但王莽嫌马武面相不佳，将其赶出教场，点崔彭为状元。马武愤而离去。,文件夹: 秦汉 | 页数: 9
hanju_0211,宇宙锋.pdf,宇宙锋,金殿装疯,,否,秦末,权斗；孝义；讽世,戏曲传统；民间传说,,整理本,四旦；二净；三生；八贴,赵艳容（四旦）；赵高（二净）；秦二世（三生）；哑乳娘（八贴）,赵艳容,咸阳,西皮；二黄,摇板；散板；反二流；夹板,有反调（反二流）,秦二世胡亥欲纳赵高之女赵艳容为妃，赵艳容不从，在哑乳娘帮助下装疯，于金殿上嬉笑怒骂，终使二世信以为真，得以保全清白。,文件夹: 秦汉 | 页数: 9
hanju_0212,广武山.pdf,广武山,,,否,秦末汉初,征战；权斗；求贤,历史演义；戏曲传统,,整理本,三生；二净；一末；六外；七小；十杂,韩信（三生）；项羽（二净）；刘邦（一末）；张良（六外）；项伯（七小）；钟离昧（十杂）；宋子年（五丑）；太公（九夫）,韩信,广武山；荥阳；彭城,西皮,原板；一字板；慢板；导板；散板,有引子、诗、牌子等,楚汉相争，刘邦被困荥阳，太公、吕后被项羽所擒。韩信受命整顿人马，与项羽在广武山决战。项羽命太公修书劝降，刘邦用张良计假意示弱。韩信调兵遣将，最终击败项羽，救回太公。,文件夹: 秦汉 | 页数: 17
hanju_0213,打城隍.pdf,打城隍,,,否,秦,讽世,民间传说,,整理本,五丑；六外；七小,毛老大（五丑）；毛老二（六外）；毛老三（七小）；公差甲（五丑）；公差乙（五丑）,毛老大,城隍庙,,,全剧以念白、赞子为主，无唱腔,秦始皇修长城捉拿懒民，毛氏三兄弟为逃避徭役躲进城隍庙，分别扮作城隍、判官、小鬼。公差前来许愿捉拿三人，因未果而殴打神像，最终识破伪装，将毛老大锁拿。,文件夹: 秦汉 | 页数: 8
hanju_0214,扫青松.pdf,扫青松,,琵琶记,是,东汉传说,孝义；讽世,古典文学,元·高明《琵琶记》,整理记录本,一末；五丑,张广才（一末）；李旺（五丑）,张广才,陈留,平板,平板导板；平板；一字板,有引子、诗、念白等,张广才受托看守蔡公蔡婆坟墓，遇李旺奉蔡伯喈之命来接家眷。张广才痛斥蔡伯喈三不孝，并托李旺传话，表达对蔡伯喈忘本行为的愤慨。,文件夹: 秦汉 | 页数: 13
hanju_0215,拷吉平.pdf,血诏带,,,否,东汉末年,权斗；复仇；忠义,历史演义,明·罗贯中《三国演义》第二十回至第二十四回,整理本,二净；三生；四旦；六外；七小；十杂,曹操（二净）；董承（三生）；吉平（六外）；王子服（七小）；马腾（十杂）；吴子兰（七小）；董妃（四旦）；献帝（三生）；苗庆（五丑）,董承；吉平,许昌,二黄；西皮,摇板；原板；快板；散板,,汉献帝赐血诏与董承，密令除曹操。董承联合王子服、马腾、吴子兰、吉平共谋。吉平借医病下毒，事泄被捕，受刑不屈触阶死。苗庆告密，董承等被杀，董妃被逼死。曹操斩苗庆，发兵西凉。,文件夹: 秦汉 | 页数: 16
hanju_0216,探五阳.pdf,探五阳,,,否,东汉,复仇；求贤；征战,历史演义；民间传说,,整理本,七小；八贴；六外,王英（七小）；天仙公主（八贴）；卢安公主（八贴）,王英,洛阳；二龙山；棘阳；昆阳；湖阳,二黄；西皮,慢板；二流；倒板；摇板；散板,有导板、摇板、二流等板式,王英因父被光武帝所辱，逃至二龙山落草。后遇天仙公主与卢安公主交战，救下天仙公主，得知其父杀父之仇，但念其年幼，放弃复仇。天仙公主劝王英降汉，共保幼主刘庄。王英受命寻找幼主，遍历五阳未果，遂混入敌营继续打探。,文件夹: 秦汉 | 页数: 8
hanju_0217,描真容.pdf,描真容,,琵琶记,是,东汉传说,孝义,古典文学,元·高明《琵琶记》,整理记录本,四旦；一末,赵五娘（四旦）；张广才（一末）,赵五娘,陈留,二黄,三眼；摇板；二流；导板,有引子、诗、念白、哭头,赵五娘在陈留郡饥荒中公婆双亡，描画二老真容准备上京寻夫。邻居张广才前来赠银送行，嘱托她沿途小心，并告知蔡伯喈负心之事。五娘拜别公婆坟墓，含泪上路。,文件夹: 秦汉 | 页数: 8
hanju_0218,斩李广.pdf,斩李广,,,否,周朝,权斗；复仇；孝义,戏曲传统；历史演义,,整理本,二净；三生；四旦；六外；七小；八贴；十杂,李广（二净）；李刚（十杂）；周厉王（三生）；马兰（六外）；马妃（八贴）；杨国母（四旦）；彭文进（一末）,李广,庆阳,西皮,慢板；二流；倒板；摇板；散板；一字板,有导板、快一字板等,周厉王听信马妃谗言，欲斩功臣李广。李刚闻讯大闹法场，杨国母下旨赦免，但马兰抢先斩首。李刚怒打昏君，逼死马妃，最终反出朝歌。,文件夹: 秦汉 | 页数: 22
hanju_0219,斩萧何.pdf,斩萧何,,,否,西汉初年,权斗；复仇；求贤,历史演义；戏曲传统,,整理本,三生；二净；四旦；一末；六外；七小；八贴；九夫,刘邦（三生）；萧何（二净）；戴明（七小）；戴妻（四旦）；蒯彻（六外）；宋玉（七小）；戴母（九夫）,戴明；萧何,长安；定国桥,西皮,导板；慢板；一字板；联弹,有引子、诗、念白、吹牌子等,汉初，萧何妒贤，将举子戴明逐出科场。戴明归家造律，因扭头视母自挖双目，母痛死。戴妻卖律，蒯彻设计引萧何开棺取律，历数其罪，萧何气死。,文件夹: 秦汉 | 页数: 32
hanju_0220,昭君出塞.pdf,昭君出塞,,,否,西汉,征战；孝义；情爱,历史演义；民间传说,,整理本,四旦；六外；五丑,王昭君（四旦）；王龙（六外）；马夫（五丑）,王昭君,长安；雁门关；黑水江,吹腔,散板；摇板,全剧以吹腔为主，有引子、诗、哭头等念白形式,汉元帝时，奸臣毛延寿毁王昭君画像，致其被迫和番。昭君辞别汉宫，经雁门关至黑水江，途中悲愤难抑，托鸿雁传书，最终舍身出塞，以保汉室安宁。,文件夹: 秦汉 | 页数: 9
hanju_0221,未央宫.pdf,未央宫,斩韩信,,否,秦末汉初,权斗；复仇；求贤,历史演义；戏曲传统,《史记·淮阴侯列传》；元杂剧《未央宫》,整理本,三生；二净；一末；四旦；六外；七小；五丑；十杂,韩信（三生）；刘邦（二净）；萧何（一末）；吕后（四旦）；陈平（六外）；蒯彻（七小）；樊哙（十杂）；钟离昧（五丑）；鲍英（六外）；谢公车（五丑）,韩信,咸阳；云梦；未央宫,西皮；二黄,慢板；二流；倒板；摇板；一字板；导板；回龙；合板,全剧以西皮为主，二黄用于抒情段落；有牌子、引子、诗、念白等,刘邦疑韩信谋反，用陈平计伪游云梦擒信，贬为淮阴侯。吕后与萧何设谋，以谢公车诬告韩信通敌为由，诱杀韩信于未央宫。蒯彻哭祭，鲍英行刺未成。,文件夹: 秦汉 | 页数: 29
hanju_0222,李大打更.pdf,李大打更,,汉剧剧本选·秦汉戏,是,西汉末年,求贤；孝义,历史演义；民间传说,,整理本,五丑；八贴；七小；四旦,李大（五丑）；李妻（八贴）；刘秀（七小）；李凤娇（四旦）,刘秀,兴隆镇,西皮,一字板；散板；七句半,,刘秀被王莽追杀，逃至兴隆镇投宿李大店中。李大之妹李凤娇认出幼主，私定终身。李妻发现后告知李大，李大欲杀刘秀，经李凤娇说明原委，李大转而讨封，刘秀封其为国舅。,文件夹: 秦汉 | 页数: 12
hanju_0223,李广催贡.pdf,李广催贡,,庆阳图,是,周朝,征战；求贤,历史演义；民间传说,,整理本,三生；二净；五丑；一末；十杂,李广（三生）；康喷（二净）；李和福（五丑）；老朝臣（一末）；朝臣甲（十杂）,李广,北海,二黄；西皮,慢三眼；慢板；慢垛子；一字板；摇板；快板；散板,,周厉王时，奉命侯李广奉旨前往北海国催贡。北海国因连年灾荒，三载未进贡。李广见其国困民穷，又经苗太君臣以礼相待、献宝求情，遂允缓贡三年，回朝复命。,文件夹: 秦汉 | 页数: 11
hanju_0224,淮河营.pdf,淮河营,,,否,西汉,权斗；求贤,历史演义；戏曲传统,,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,李左车（一末）；栾布（二净）；蒯文通（三生）；田子春（六外）；刘长（七小）,蒯文通,淮河；成皋；长安,西皮,一字板；原板；摇板,,汉高祖驾崩后，吕后专权，欲夺刘氏江山。李左车、栾布、蒯文通、田子春等托孤老臣商议，决定前往淮河营劝说淮王刘长回朝。蒯文通以三寸不烂之舌，历数刘长三大罪状，并指出其生母为赵妃，被吕后所害。刘长醒悟，派田子春去长安盗取汉室宗卷，以证身世。,文件夹: 秦汉 | 页数: 23
hanju_0225,烹蒯彻.pdf,烹蒯彻,,,否,秦末汉初,权斗；讽世；复仇,历史演义；戏曲传统,,整理本,六外；五丑；三生；一末；十杂,蒯彻（六外）；贾斯文（五丑）；白眼窝（五丑）；刘邦（三生）；萧何（一末）；陆贾（六外）；陈平（三生）；韩信魂（三生）；樊哙（十杂）,蒯彻,咸阳；淮阴,西皮；二黄；平板,摇板；慢板；二流；导板；一字板；快一字板；慢垛子；快垛子,有引子、诗、哭头等念白形式,蒯彻曾劝韩信自立，韩信被杀后刘邦欲烹之。蒯彻装疯被陆贾识破，押至金殿。他历数韩信十大功劳，痛斥刘邦杀功臣，并指出韩信有三愚一痴。刘邦感悟，赦免蒯彻，并厚葬韩信。,文件夹: 秦汉 | 页数: 20
hanju_0226,男绑子.pdf,男绑子,,,否,东汉,权斗；孝义,历史演义,,整理本,三生；二净；四旦；一末；七小,刘秀（三生）；姚刚（二净）；郭妃（四旦）；姚期（一末）；郭荣（二净）,姚刚,洛阳,二黄,摇板；倒板；慢板；马蹄调；操子,有引子、诗、牌子、哭头等,姚刚救父回朝受封平南王，因郭荣阻挠怀恨在心。游街时故意鸣锣过郭府，争执中剑劈郭荣。郭妃哭奏，刘秀欲斩姚刚，姚期绑子上殿请罪。刘秀念其功勋，赦姚刚并命其赴河北保定殿下，又带姚期进宫向郭妃赔罪。,文件夹: 秦汉 | 页数: 12
hanju_0227,盗宗卷.pdf,盗宗卷,,,否,西汉初年,权斗；求贤,历史演义；戏曲传统,,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,吕后（四旦）；张苍（一末）；陈平（六外）；田子春（三生）；刘长（二净）；夜不收甲（五丑）；夜不收乙（五丑）；张夫人（九夫）；张秀玉（七小）,陈平；张苍；田子春,长安,西皮,摇板；一字板；倒板,有引子、诗、念白等,吕后焚毁皇家宗卷以篡汉，陈平设计命夜不收诱捕盗卷人田子春，田子春假扮外男犯夜得见陈平。陈平逼张苍交出宗卷，张苍之子秀玉早藏副本，张苍持卷与陈平相争，最终二人和解，共助刘长兴兵。,文件夹: 秦汉 | 页数: 22
hanju_0228,砖瓦窑.pdf,遇龙镇,,,否,西汉末年,求贤；孝义,历史演义；民间传说,,整理本,五丑；八贴；七小,殷师道（五丑）；殷丽华（八贴）；刘秀（七小）,刘秀,南阳,西皮,散板；摇板,,刘秀逃难至殷家，殷师道兄妹收留。殷师道误会妹妹有私情，发现是幼主后，与妹妹戏扮朝仪，刘秀封殷师道为皇亲国戚。,文件夹: 秦汉 | 页数: 7
hanju_0229,破洛阳.pdf,破洛阳,,,否,西汉末年,征战；权斗；求贤,历史演义；戏曲传统,,整理本,三生；二净；六外；七小；四旦；十杂,刘秀（三生）；邓禹（六外）；马武（二净）；岑彭（七小）；苏献（十杂）；姚期（六外）,马武,洛阳；南阳,西皮,摇板；一字板；合板；散板,有赞子、念、诗等,刘秀欲取洛阳，苏献坚守不降。邓禹用激将法责打马武，马武诈降苏献，里应外合攻破洛阳。岑彭先败后与马武争功，最终刘秀设宴庆功。,文件夹: 秦汉 | 页数: 17
hanju_0230,磐河桥.pdf,盘河桥,,,否,东汉末年,权斗；征战；求贤,历史演义,《三国演义》相关情节,整理本,二净；三生；六外；七小；十杂,袁绍（二净）；公孙瓒（三生）；赵云（七小）；颜良（十杂）；文丑（十杂）；刘备（三生）；关羽（六外）；张飞（十杂）；韩馥（一末）；耿武（六外）；关纯（六外）,公孙瓒；赵云,冀州；盘河桥；北平,西皮,摇板；慢板,全剧以西皮为主，有慢板、摇板等板式,韩馥惧袁绍吞并冀州，修书请其保护，却遭袁绍夺城。公孙瓒为弟报仇与袁绍战于盘河桥，大败。赵云救公孙瓒，后刘备、关羽、张飞助阵，赵云与刘关张相识，公孙瓒得救。,文件夹: 秦汉 | 页数: 28
hanju_0231,窦老送子.pdf,窦公送子,,白兔记,是,五代,孝义；情爱,戏曲传统；民间传说,明传奇《白兔记》,整理记录本,六外；一末；四旦；三生,刘知远（三生）；窦公（一末）；岳夫人（四旦）；李三娘（四旦）,刘知远；窦公,分州,二黄；西皮,二流；摇板,有念白、哭头等,刘知远投军分州，另娶岳氏。原郡李三娘产子咬脐郎，托窦公送子至军中。刘知远初不认子，窦公怒斥其忘义，刘知远悔悟，修书接三娘。,文件夹: 秦汉 | 页数: 9
hanju_0232,紫家庄.pdf,紫家庄,,,否,东汉,权斗；情爱,历史演义；民间传说,,整理本,四旦；七小；八贴；二净；十杂,紫金莲（四旦）；刘庄（七小）；丫环（八贴）；朱元龙（二净）；老院（十杂）,紫金莲,洛阳；紫家庄,二黄；西皮,二流；小导板；倒板,,汉光武帝时，紫金莲因父被斩，与兄隐居紫家庄。一日观星，见刘庄（幼主）睡于庄外，蛇钻七孔，知是真命天子。紫金莲欲杀之报仇，经丫环劝说，与刘庄定情。后贼兵围庄，紫金莲用先王遗像退敌。,文件夹: 秦汉 | 页数: 11
hanju_0233,芦林会.pdf,芦林会,,跃鲤记,是,东汉传说,孝义,民间传说,明·陈罴斋《跃鲤记》,整理记录本,四旦；三生,庞氏（四旦）；姜诗（三生）,庞氏,芦林,平板；二黄,三眼平板；摇板,全剧以平板为主，兼有二黄摇板,庞氏被婆婆逐出，在芦林拾柴时偶遇丈夫姜诗。庞氏向姜诗辩明冤屈，姜诗虽心软却碍于母命不敢接回。二人争执后，姜诗答应劝母回心转意，庞氏暂留芦林。,文件夹: 秦汉 | 页数: 11
hanju_0234,苏武牧羊.pdf,苏武牧羊,,,否,西汉,孝义；求贤,历史演义；民间传说,,整理本,三生；六外；七小,苏武（三生）；黄石公（六外）；张良（七小）,苏武,北海；长安,二黄；西皮,慢板；二流；摇板；一字板；垛子,有引子、诗、哭头等念白形式,苏武出使匈奴被扣，贬至北海牧羊十九载。他忍饥寒、拒降敌，以血表托鸿雁寄书。后得黄石公、张良赠丹相助，终被匈奴送归汉朝。,文件夹: 秦汉 | 页数: 7
hanju_0235,荥阳城.pdf,荣阳城,,,否,秦末汉初,征战；孝义；求贤,历史演义；戏曲传统,,整理本,三生；二净；一末；四旦；五丑；六外；七小；八贴；九夫；十杂,刘邦（三生）；项羽（二净）；张良（一末）；陈平（六外）；纪信（三生）；韩信（七小）；随何（五丑）；周勃（十杂）；钟离昧（二净）；项伯（二净）,刘邦；纪信,荣阳；咸阳；彭城,西皮,原板；一字板；导板；快板；慢板；摇板；散板,有吹牌子、炮头、埃子等,项羽围困刘邦于荣阳，张良以挂画故事激励众将，纪信因貌似刘邦愿替主赴死。刘邦在张良、陈平策划下从西门逃脱，纪信假扮汉王出降，被项羽识破后不屈而死。,文件夹: 秦汉 | 页数: 32
hanju_0236,访韩信.pdf,访韩信,,,否,秦末汉初,求贤,历史演义,,整理本,三生；七小,张良（三生）；韩信（七小）,张良；韩信,咸阳,西皮,慢板；扬板,,张良奉师命下山卖剑，至楚营访韩信。以言语试探，见韩信怀才不遇，遂赠剑并写荐书，劝其弃楚投汉。韩信感其诚，决定投奔刘邦，张良指点其从陈仓小道前往。,文件夹: 秦汉 | 页数: 9
hanju_0237,逍遥津.pdf,血诏带,,,否,东汉末年,权斗；复仇,历史演义,明·罗贯中《三国演义》第六十六回,整理记录本,二净；三生；四旦；六外；七小；八贴；十杂,曹操（二净）；献帝（三生）；伏后（四旦）；穆顺（六外）；曹妃（八贴）；华歆（十杂）；司马懿（六外）；二皇子（七小）,曹操；献帝,许昌,西皮；二黄,摇板；倒板；二六板；原板,有引子、诗、叫头等念白形式,曹操专权，带剑上殿威逼献帝。献帝与伏后密修血诏，命穆顺搬兵除曹。穆顺被曹操识破，搜出血诏，被华歆杀死。曹操逼死伏后，毒杀二皇子，并立己女曹妃为后。,文件夹: 秦汉 | 页数: 20
